,Open,High,Low,Close,Adj Close,Volume,agg grade,Tomorrow
2012-03-08,68.68000030517578,70.96428680419922,68.65142822265625,70.4528579711914,60.88111114501953,221053700.0,1,77.42713928222656
2012-03-13,76.38428497314453,77.56999969482422,76.01714324951172,77.42713928222656,66.9078369140625,129114300.0,2,81.15714263916016
2012-03-14,79.64857482910156,81.16857147216797,79.39286041259766,81.15714263916016,70.13105010986328,172713800.0,1,84.22571563720703
2012-03-14,82.57857513427734,84.95999908447266,82.19999694824219,84.22571563720703,72.78276062011719,354711000.0,2,84.22571563720703
2012-03-14,82.57857513427734,84.95999908447266,82.19999694824219,84.22571563720703,72.78276062011719,354711000.0,1,84.22571563720703
2012-03-15,82.57857513427734,84.95999908447266,82.19999694824219,84.22571563720703,72.78276062011719,354711000.0,1,83.65142822265625
2012-03-16,85.6585693359375,85.71571350097656,82.6500015258789,83.65142822265625,72.28648376464844,289929500.0,2,83.6528549194336
2012-03-16,83.53142547607422,84.17142486572266,82.57142639160156,83.6528549194336,72.28772735595703,206371900.0,2,83.6528549194336
2012-03-19,83.53142547607422,84.17142486572266,82.57142639160156,83.6528549194336,72.28772735595703,206371900.0,1,85.87142944335938
2012-03-19,85.48143005371094,85.9671401977539,84.1500015258789,85.87142944335938,74.20487213134766,225309000.0,2,85.87142944335938
2012-03-19,85.48143005371094,85.9671401977539,84.1500015258789,85.87142944335938,74.20487213134766,225309000.0,2,85.87142944335938
2012-03-19,85.48143005371094,85.9671401977539,84.1500015258789,85.87142944335938,74.20487213134766,225309000.0,1,85.87142944335938
2012-03-20,85.48143005371094,85.9671401977539,84.1500015258789,85.87142944335938,74.20487213134766,225309000.0,2,86.56571197509766
2012-03-20,85.644287109375,86.69999694824219,84.49714660644531,86.56571197509766,74.8048324584961,204165500.0,1,86.56571197509766
2012-03-21,85.644287109375,86.69999694824219,84.49714660644531,86.56571197509766,74.8048324584961,204165500.0,1,86.07142639160156
2012-03-21,86.105712890625,87.09285736083984,85.91571807861328,86.07142639160156,74.3777084350586,161010500.0,1,86.07142639160156
2012-03-30,86.105712890625,87.09285736083984,85.91571807861328,86.07142639160156,74.3777084350586,161010500.0,1,85.6500015258789
2012-04-03,86.9671401977539,87.22285461425781,85.41999816894531,85.6500015258789,74.01354217529297,182759500.0,2,89.9028549194336
2012-04-03,89.61428833007812,90.31571197509766,88.93000030517578,89.9028549194336,77.68858337402344,208639900.0,2,89.9028549194336
2012-04-05,89.61428833007812,90.31571197509766,88.93000030517578,89.9028549194336,77.68858337402344,208639900.0,2,90.52571105957031
2012-04-09,89.56857299804688,90.66571807861328,89.05714416503906,90.52571105957031,78.2268295288086,160324500.0,1,90.88999938964844
2012-04-11,89.4471435546875,91.40571594238281,89.32857513427734,90.88999938964844,78.5416259765625,149384200.0,3,89.45714569091797
2012-04-12,90.88571166992188,90.98143005371094,89.04856872558594,89.45714569091797,77.30342864990234,174153700.0,1,88.9671401977539
2012-04-13,89.28571319580078,90.19000244140625,88.64286041259766,88.9671401977539,76.88002014160156,153584200.0,2,86.46142578125
2012-04-18,89.1585693359375,89.24285888671875,86.21571350097656,86.46142578125,74.7147445678711,214911200.0,1,86.90571594238281
2012-04-19,87.67428588867188,88.60713958740234,86.10142517089844,86.90571594238281,75.09864807128906,238632800.0,1,83.91999816894531
2012-04-25,85.74571228027344,86.38999938964844,83.50285339355469,83.91999816894531,72.51859283447266,208679800.0,1,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,2,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,2,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,87.14286041259766
2012-04-25,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,87.14286041259766
2012-04-26,87.94857025146484,88.28571319580078,86.57142639160156,87.14286041259766,75.3035659790039,226444400.0,1,86.81428527832031
2012-04-26,87.75285339355469,87.81285858154297,86.01856994628906,86.81428527832031,75.01964569091797,134017100.0,1,86.81428527832031
2012-06-04,87.75285339355469,87.81285858154297,86.01856994628906,86.81428527832031,75.01964569091797,134017100.0,2,80.61285400390625
2012-07-11,80.21428680419922,81.07142639160156,78.35713958740234,80.61285400390625,69.6607437133789,139248900.0,1,86.3471450805664
2012-07-25,86.58856964111328,86.8085708618164,85.31714630126953,86.3471450805664,74.615966796875,117330500.0,1,82.1385726928711
2012-07-25,82.06571197509766,82.97142791748047,81.42857360839844,82.1385726928711,70.97917175292969,219328200.0,2,82.1385726928711
2012-07-25,82.06571197509766,82.97142791748047,81.42857360839844,82.1385726928711,70.97917175292969,219328200.0,1,82.1385726928711
2012-07-25,82.06571197509766,82.97142791748047,81.42857360839844,82.1385726928711,70.97917175292969,219328200.0,2,82.1385726928711
2012-07-25,82.06571197509766,82.97142791748047,81.42857360839844,82.1385726928711,70.97917175292969,219328200.0,1,82.1385726928711
2012-07-26,82.06571197509766,82.97142791748047,81.42857360839844,82.1385726928711,70.97917175292969,219328200.0,2,82.12571716308594
2012-08-09,82.82286071777344,82.9142837524414,81.4800033569336,82.12571716308594,70.96805572509766,101658200.0,3,88.67571258544922
2012-08-17,88.2642822265625,88.81857299804688,88.25714111328125,88.67571258544922,76.95716094970703,55410600.0,1,92.58714294433594
2012-08-21,91.42857360839844,92.59857177734375,91.2585678100586,92.58714294433594,80.35171508789062,110690300.0,1,93.72285461425781
2012-08-22,95.83142852783203,96.41143035888672,92.90428924560547,93.72285461425781,81.33732604980469,203179900.0,3,95.5528564453125
2012-08-27,93.48857116699219,95.57142639160156,92.58714294433594,95.5528564453125,82.92550659179688,141330700.0,1,96.52571105957031
2012-08-27,97.14142608642578,97.26714324951172,96.22000122070312,96.52571105957031,83.76980590820312,106752100.0,2,96.52571105957031
2012-09-04,97.14142608642578,97.26714324951172,96.22000122070312,96.52571105957031,83.76980590820312,106752100.0,1,96.42428588867188
2012-09-05,95.10857391357422,96.44857025146484,94.92857360839844,96.42428588867188,83.6817855834961,91973000.0,2,95.74714660644531
2012-09-06,96.51000213623047,96.62142944335938,95.65714263916016,95.74714660644531,83.0941162109375,84093800.0,2,96.61000061035156
2012-09-10,96.16714477539062,96.89857482910156,95.82857513427734,96.61000061035156,83.84295654296875,97799100.0,1,94.67713928222656
2012-09-12,97.20714569091797,97.61285400390625,94.5857162475586,94.67713928222656,82.16551971435547,121999500.0,1,95.68428802490234
2012-09-12,95.2642822265625,95.69999694824219,93.71428680419922,95.68428802490234,83.0395736694336,178058300.0,1,95.68428802490234
2012-09-13,95.2642822265625,95.69999694824219,93.71428680419922,95.68428802490234,83.0395736694336,178058300.0,1,97.56857299804688
2012-09-13,96.76714324951172,97.92857360839844,96.39571380615234,97.56857299804688,84.6748275756836,149590000.0,1,97.56857299804688
2012-09-13,96.76714324951172,97.92857360839844,96.39571380615234,97.56857299804688,84.6748275756836,149590000.0,1,97.56857299804688
2012-09-13,96.76714324951172,97.92857360839844,96.39571380615234,97.56857299804688,84.6748275756836,149590000.0,1,97.56857299804688
2012-09-14,96.76714324951172,97.92857360839844,96.39571380615234,97.56857299804688,84.6748275756836,149590000.0,2,98.75428771972656
2012-09-17,98.56571197509766,99.56857299804688,98.2699966430664,98.75428771972656,85.70387268066406,150118500.0,1,99.96857452392578
2012-09-18,99.90714263916016,99.97142791748047,99.2300033569336,99.96857452392578,86.75765991210938,99507800.0,2,100.27285766601562
2012-09-18,99.98285675048828,100.33285522460938,99.48857116699219,100.27285766601562,87.02175903320312,93375800.0,1,100.27285766601562
2012-09-21,99.98285675048828,100.33285522460938,99.48857116699219,100.27285766601562,87.02175903320312,93375800.0,1,100.01285552978516
2012-09-21,100.34428405761719,100.72428894042969,99.9085693359375,100.01285552978516,86.79612731933594,142897300.0,1,100.01285552978516
2012-10-09,100.34428405761719,100.72428894042969,99.9085693359375,100.01285552978516,86.79612731933594,142897300.0,1,90.8357162475586
2012-10-24,91.2357177734375,91.49857330322266,89.07857513427734,90.8357162475586,78.83172607421875,209649300.0,3,88.11856842041016
2012-10-24,88.77714538574219,89.50714111328125,87.23428344726562,88.11856842041016,76.47367095947266,139631800.0,1,88.11856842041016
